	id	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
523	GF6PTA	Glutamine-fructose-6-phosphate transaminase	L-GLN-FRUCT-6-P-AMINOTRANS-RXN			MNXR100107		iML1515	iYO844	iAF692	['META:L-GLN-FRUCT-6-P-AMINOTRANS-RXN']			['MNXR100107']	['META:L-GLN-FRUCT-6-P-AMINOTRANS-RXN']			['MNXR100107']	['META:L-GLN-FRUCT-6-P-AMINOTRANS-RXN']			['MNXR100107']
1021	GGGABADr	Gamma-glutamyl-gamma aminobutyric acid dehydrogenase		R07418	rxn05127	MNXR100113		iML1515				['R07418']	['rxn05127']	['MNXR100113']								
987	GGGABAH	Gamma-glutamyl-gamma-aminobutyric acid hydrolase	RXN0-3942	R07419	rxn05128	MNXR100114		iML1515			['META:RXN0-3942']	['R07419']	['rxn05128']	['MNXR100114']								
3571	GGGPS		2.5.1.41-RXN			MNXR100116	2.5.1.41-RXN			iAF692												['MNXR100116']
1822	GGPTRCO	Gamma glutamyl putrescine oxidase	RXN0-3921		rxn08603	MNXR100131	RXN0-3921	iML1515					['rxn08603']	['MNXR100131']								
1208	GGPTRCS	Gamma glutamyl putrescine synthase			rxn08604	MNXR100132		iML1515					['rxn08604']	['MNXR100132']								
3027	GGTAe2		RXN-15856; RXN-12618	R00494	rxn00350	MNXR100136			iYO844						['META:RXN-12618', 'META:RXN-15856']	['R00494']	['rxn00350']	['MNXR100136']				
2963	GGTT		RXN-8813	R07475	rxn05287	MNXR100137			iYO844						['META:RXN-8813']	['R07475']	['rxn05287']	['MNXR100137']				
2520	GHBDHx	Gamma-hydroxybutyrate dehydrogenase (NADH)	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	R01644	rxn01201	MNXR100140		iML1515			['META:4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN']	['R01644']	['rxn01201']	['MNXR100140']								
322	GHMT2r	Glycine hydroxymethyltransferase, reversible		R00945		MNXR100142		iML1515	iYO844	iAF692		['R00945']		['MNXR100142']		['R00945']		['MNXR100142']		['R00945']		['MNXR100142']
827	GK1	Guanylate kinase (GMP:ATP)	GUANYL-KIN-RXN	R00332	rxn00239	MNXR100144	GUANYL-KIN-RXN	iML1515	iYO844	iAF692	['META:GUANYL-KIN-RXN']	['R00332']	['rxn00239']	['MNXR100144']	['META:GUANYL-KIN-RXN']	['R00332']	['rxn00239']	['MNXR100144']	['META:GUANYL-KIN-RXN']	['R00332']	['rxn00239']	['MNXR100144']
2971	GK2				rxn09562	MNXR100145			iYO844								['rxn09562']	['MNXR100145']				
3575	GK_adp		RXN-17001	R05804	rxn04042	MNXR100146				iAF692									['META:RXN-17001']	['R05804']	['rxn04042']	['MNXR100146']
1304	GLBRAN2	1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)			rxn08605	MNXR100155		iML1515					['rxn08605']	['MNXR100155']								
1563	GLCATr	D-glucose O-acetyltransferase			rxn08607	MNXR143129		iML1515					['rxn08607']	['MNXR143129']								
823	GLCDpp	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)			rxn08608; rxn10116	MNXR100177		iML1515					['rxn08608', 'rxn10116']	['MNXR100177']								
3577	GLCGSD				rxn13297	MNXR100180				iAF692											['rxn13297']	['MNXR100180']
3029	GLCNt2ir		TRANS-RXN0-209		rxn05571; rxn08609	MNXR100209	TRANS-RXN0-209		iYO844						['META:TRANS-RXN0-209']		['rxn08609', 'rxn05571']	['MNXR100209']				
3580	GLCNt2r		TRANS-RXN0-209		rxn05571; rxn08609	MNXR100209	TRANS-RXN0-209			iAF692									['META:TRANS-RXN0-209']		['rxn08609', 'rxn05571']	['MNXR100209']
1413	GLCNt2rpp	D-gluconate transport via proton symport, reversible (periplasm)	TRANS-RXN0-209		rxn05571; rxn08609	MNXR100209	TRANS-RXN0-209	iML1515			['META:TRANS-RXN0-209']		['rxn08609', 'rxn05571']	['MNXR100209']								
843	GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)			rxn12424; rxn08610	MNXR100210		iML1515					['rxn12424', 'rxn08610']	['MNXR100210']								
232	GLCP	Glycogen phosphorylase			rxn13299	MNXR100214		iML1515	iYO844	iAF692			['rxn13299']	['MNXR100214']			['rxn13299']	['MNXR100214']			['rxn13299']	['MNXR100214']
1946	GLCP2	Glycogen phosphorylase			rxn08611	MNXR100215		iML1515					['rxn08611']	['MNXR100215']								
238	GLCRAL	5-dehydro-4-deoxyglucarate aldolase	KDGALDOL-RXN	R02754	rxn01990	MNXR100219	KDGALDOL-RXN	iML1515			['META:KDGALDOL-RXN']	['R02754']	['rxn01990']	['MNXR100219']								
2972	GLCRAL_1		KDGALDOL-RXN	R02754	rxn01990	MNXR100219	KDGALDOL-RXN		iYO844						['META:KDGALDOL-RXN']	['R02754']	['rxn01990']	['MNXR100219']				
645	GLCRD	Glucarate dehydratase	GLUCARDEHYDRA-RXN	R02752	rxn01989	MNXR100220	GLUCARDEHYDRA-RXN	iML1515			['META:GLUCARDEHYDRA-RXN']	['R02752']	['rxn01989']	['MNXR100220']								
3007	GLCRD_1		GLUCARDEHYDRA-RXN	R02752	rxn01989	MNXR100220	GLUCARDEHYDRA-RXN		iYO844						['META:GLUCARDEHYDRA-RXN']	['R02752']	['rxn01989']	['MNXR100220']				
3002	GLCRt2r		TRANS-RXN0-204		rxn08613; rxn05572	MNXR100221	TRANS-RXN0-204		iYO844								['rxn05572', 'rxn08613']	['MNXR100221']				
1415	GLCRt2rpp	D-glucarate transport via proton symport, reversible (periplasm)	TRANS-RXN0-204		rxn08613; rxn05572	MNXR100221	TRANS-RXN0-204	iML1515					['rxn05572', 'rxn08613']	['MNXR100221']								
842	GLCRtex	D-glucarate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-204		rxn08614; rxn12442	MNXR100222		iML1515			['META:TRANS-RXN0-204']		['rxn12442', 'rxn08614']	['MNXR100222']								
231	GLCS1	Glycogen synthase (ADPGlc)			rxn13643	MNXR100223		iML1515	iYO844				['rxn13643']	['MNXR100223']			['rxn13643']	['MNXR100223']				
3587	GLCS2				rxn13300	MNXR143136				iAF692											['rxn13300']	['MNXR143136']
1014	GLCTR1	Glucosyltransferase I (LPS core synthesis)				MNXR143137		iML1515						['MNXR143137']								
1600	GLCTR2	Glucosyltransferase II (LPS core synthesis)			rxn08619	MNXR143138		iML1515					['rxn08619']	['MNXR143138']								
1040	GLCTR3	Glucosyltransferase III (LPS core synthesis)			rxn08620	MNXR143139		iML1515					['rxn08620']	['MNXR143139']								
1067	GLCUR1Ptex	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)			rxn08621	MNXR100231		iML1515					['rxn08621']	['MNXR100231']								
3003	GLCURt2r				rxn05574; rxn08622	MNXR100234			iYO844								['rxn08622', 'rxn05574']	['MNXR100234']				
1422	GLCURt2rpp	D-glucuronate transport via proton symport, reversible (periplasm)			rxn05574; rxn08622	MNXR100234		iML1515					['rxn08622', 'rxn05574']	['MNXR100234']								
844	GLCURtex	D-glucuronat transport via diffusion (extracellular to periplasm)			rxn08623	MNXR100235		iML1515					['rxn08623']	['MNXR100235']								
1596	GLCabcpp	D-glucose transport via ABC system (periplasm)	TRANS-RXN-320		rxn08606; rxn05147	MNXR100236		iML1515			['META:TRANS-RXN-320']		['rxn08606', 'rxn05147']	['MNXR100236']								
3369	GLCpts				rxn05226; rxn08612	MNXR100237			iYO844								['rxn08612', 'rxn05226']	['MNXR100237']				
1414	GLCptspp	D-glucose transport via PEP:Pyr PTS (periplasm)			rxn05226; rxn08612	MNXR100237		iML1515					['rxn08612', 'rxn05226']	['MNXR100237']								
3009	GLCt2		RXN0-7077		rxn05573; rxn08616	MNXR100238			iYO844						['META:RXN0-7077']		['rxn08616', 'rxn05573']	['MNXR100238']				
1416	GLCt2pp	D-glucose transport in via proton symport (periplasm)	RXN0-7077		rxn05573; rxn08616	MNXR100238		iML1515			['META:RXN0-7077']		['rxn08616', 'rxn05573']	['MNXR100238']								
860	GLCtex_copy1	Glucose transport via diffusion (extracellular to periplasm)	TRANS-RXN0-574		rxn09875; rxn08617; rxn09679	MNXR100188		iML1515			['META:TRANS-RXN0-574']		['rxn09875', 'rxn09679', 'rxn08617']	['MNXR100188']								
1907	GLCtex_copy2	Glucose transport via diffusion (extracellular to periplasm)	TRANS-RXN0-574		rxn09875; rxn08617; rxn09679	MNXR100188		iML1515			['META:TRANS-RXN0-574']		['rxn09875', 'rxn09679', 'rxn08617']	['MNXR100188']								
2338	GLDBRAN2	Glycogen debranching enzyme (bglycogen -> glycogen)			rxn08605	MNXR100155		iML1515					['rxn08605']	['MNXR100155']								
41	GLGC	Glucose-1-phosphate adenylyltransferase	GLUC1PADENYLTRANS-RXN	R00948	rxn00695	MNXR100243		iML1515	iYO844		['META:GLUC1PADENYLTRANS-RXN']	['R00948']	['rxn00695']	['MNXR100243']	['META:GLUC1PADENYLTRANS-RXN']	['R00948']	['rxn00695']	['MNXR100243']				
1528	GLNS	Glutamine synthetase	GLUTAMINESYN-RXN	R00253	rxn00187	MNXR100024		iML1515	iYO844	iAF692	['META:GLUTAMINESYN-RXN']	['R00253']	['rxn00187']	['MNXR100024']	['META:GLUTAMINESYN-RXN']	['R00253']	['rxn00187']	['MNXR100024']	['META:GLUTAMINESYN-RXN']	['R00253']	['rxn00187']	['MNXR100024']
3591	GLNTRAT			R03905	rxn10534; rxn06520	MNXR100256				iAF692										['R03905']	['rxn10534', 'rxn06520']	['MNXR100256']
3013	GLNabc		ABC-12-RXN		rxn11233; rxn05155; rxn08624; rxn11101; rxn05196	MNXR100258	ABC-12-RXN		iYO844						['META:ABC-12-RXN']		['rxn11233', 'rxn05196', 'rxn05155', 'rxn11101', 'rxn08624']	['MNXR100258']				
1363	GLNabcpp	L-glutamine transport via ABC system (periplasm)	ABC-12-RXN		rxn11233; rxn05155; rxn08624; rxn11101; rxn05196	MNXR100258	ABC-12-RXN	iML1515			['META:ABC-12-RXN']		['rxn11233', 'rxn05196', 'rxn05155', 'rxn11101', 'rxn08624']	['MNXR100258']								
845	GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	TRANS-RXN-233		rxn10928; rxn08625	MNXR100259	TRANS-RXN-233	iML1515			['META:TRANS-RXN-233']		['rxn08625', 'rxn10928']	['MNXR100259']								
329	GLTPD	Galactitol-1-phosphate dehydrogenase		R05571	rxn03856	MNXR100275		iML1515	iYO844			['R05571']	['rxn03856']	['MNXR100275']		['R05571']	['rxn03856']	['MNXR100275']				
619	GLU5K	Glutamate 5-kinase	GLUTKIN-RXN	R00239	rxn00179	MNXR100277		iML1515	iYO844	iAF692	['META:GLUTKIN-RXN']	['R00239']	['rxn00179']	['MNXR100277']	['META:GLUTKIN-RXN']	['R00239']	['rxn00179']	['MNXR100277']	['META:GLUTKIN-RXN']	['R00239']	['rxn00179']	['MNXR100277']
1366	GLUABUTt7pp	4-aminobutyrate/glutamate antiport (periplasm)	TRANS-RXN-261		rxn10136; rxn08628	MNXR100276		iML1515			['META:TRANS-RXN-261']		['rxn10136', 'rxn08628']	['MNXR100276']								
528	GLUCYS	Gamma-glutamylcysteine synthetase	GLUTCYSLIG-RXN	R00894	rxn00646	MNXR100074		iML1515			['META:GLUTCYSLIG-RXN']	['R00894']	['rxn00646']	['MNXR100074']								
663	GLUDC	Glutamate Decarboxylase	GLUTDECARBOX-RXN	R00261	rxn00194	MNXR95942		iML1515		iAF692	['META:GLUTDECARBOX-RXN']	['R00261']	['rxn00194']	['MNXR95942']					['META:GLUTDECARBOX-RXN']	['R00261']	['rxn00194']	['MNXR95942']
3018	GLUDxi		GLUTAMATE-DEHYDROGENASE-RXN	R00243	rxn00182	MNXR100085			iYO844	iAF692					['META:GLUTAMATE-DEHYDROGENASE-RXN']	['R00243']	['rxn00182']	['MNXR100085']	['META:GLUTAMATE-DEHYDROGENASE-RXN']	['R00243']	['rxn00182']	['MNXR100085']
1404	GLUDy	Glutamate dehydrogenase (NADP)	GLUTDEHYD-RXN	R00248	rxn00184	MNXR100086		iML1515		iAF692	['META:GLUTDEHYD-RXN']	['R00248']	['rxn00184']	['MNXR100086']					['META:GLUTDEHYD-RXN']	['R00248']	['rxn00184']	['MNXR100086']
530	GLUN	Glutaminase	GLUTAMIN-RXN	R00256	rxn00189	MNXR100030		iML1515	iYO844		['META:GLUTAMIN-RXN']	['R00256']	['rxn00189']	['MNXR100030']	['META:GLUTAMIN-RXN']	['R00256']	['rxn00189']	['MNXR100030']				
1253	GLUNpp	Glutaminase	GLUTAMIN-RXN	R00256	rxn00189	MNXR100030		iML1515			['META:GLUTAMIN-RXN']	['R00256']	['rxn00189']	['MNXR100030']								
532	GLUPRT	Glutamine phosphoribosyldiphosphate amidotransferase	PRPPAMIDOTRANS-RXN	R01072	rxn00790	MNXR100287		iML1515	iYO844	iAF692	['META:PRPPAMIDOTRANS-RXN']	['R01072']	['rxn00790']	['MNXR100287']	['META:PRPPAMIDOTRANS-RXN']	['R01072']	['rxn00790']	['MNXR100287']	['META:PRPPAMIDOTRANS-RXN']	['R01072']	['rxn00790']	['MNXR100287']
280	GLUR	Glutamate racemase	GLUTRACE-RXN	R00260	rxn00193	MNXR100288		iML1515	iYO844		['META:GLUTRACE-RXN']	['R00260']	['rxn00193']	['MNXR100288']	['META:GLUTRACE-RXN']	['R00260']	['rxn00193']	['MNXR100288']				
3601	GLUS_F420				rxn10535	MNXR100290				iAF692											['rxn10535']	['MNXR100290']
1487	GLUSy	Glutamate synthase (NADPH)	GLUTAMATESYN-RXN	R00114	rxn00085	MNXR100291		iML1515	iYO844		['META:GLUTAMATESYN-RXN']	['R00114']	['rxn00085']	['MNXR100291']	['META:GLUTAMATESYN-RXN']	['R00114']	['rxn00085']	['MNXR100291']				
230	GLUTRR	Glutamyl-tRNA reductase		R04109	rxn06591	MNXR100294		iML1515	iYO844	iAF692		['R04109']	['rxn06591']	['MNXR100294']		['R04109']	['rxn06591']	['MNXR100294']		['R04109']	['rxn06591']	['MNXR100294']
135	GLUTRS	Glutamyl-tRNA synthetase		R05578	rxn06937	MNXR100295		iML1515	iYO844	iAF692		['R05578']	['rxn06937']	['MNXR100295']		['R05578']	['rxn06937']	['MNXR100295']		['R05578']	['rxn06937']	['MNXR100295']
3606	GLUTRS_Gln		RXN-9386	R03651	rxn06436	MNXR100296				iAF692									['META:RXN-9386']	['R03651']	['rxn06436']	['MNXR100296']
2973	GLU_Dt2				rxn05672	MNXR100298			iYO844								['rxn05672']	['MNXR100298']				
1365	GLUabcpp	L-glutamate transport via ABC system (periplasm)	ABC-13-RXN		rxn11235; rxn05146; rxn08627	MNXR100299		iML1515			['META:ABC-13-RXN']		['rxn11235', 'rxn08627', 'rxn05146']	['MNXR100299']								
3024	GLUt2r				rxn13303; rxn05297; rxn09813; rxn08631; rxn09751	MNXR100300			iYO844	iAF692							['rxn05297', 'rxn09813', 'rxn13303', 'rxn09751', 'rxn08631']	['MNXR100300']			['rxn05297', 'rxn09813', 'rxn13303', 'rxn09751', 'rxn08631']	['MNXR100300']
1367	GLUt2rpp	L-glutamate transport via proton symport, reversible (periplasm)			rxn13303; rxn05297; rxn09813; rxn08631; rxn09751	MNXR100300		iML1515					['rxn05297', 'rxn09813', 'rxn13303', 'rxn09751', 'rxn08631']	['MNXR100300']								
3023	GLUt4				rxn05298; rxn08632	MNXR100285			iYO844								['rxn05298', 'rxn08632']	['MNXR100285']				
1372	GLUt4pp	Na+/glutamate symport (periplasm)			rxn05298; rxn08632	MNXR100285		iML1515					['rxn05298', 'rxn08632']	['MNXR100285']								
702	GLUtex	L-glutamate transport via diffusion (extracellular to periplasm)	TRANS-RXN-232; TRANS-RXN-234		rxn13304; rxn13120; rxn09750; rxn08633; rxn10917	MNXR100301		iML1515			['META:TRANS-RXN-234', 'META:TRANS-RXN-232']		['rxn08633', 'rxn09750', 'rxn13304', 'rxn13120', 'rxn10917']	['MNXR100301']								
3025	GLXCBL		GLYOCARBOLIG-RXN	R00013	rxn00010	MNXR100303	GLYOCARBOLIG-RXN		iYO844						['META:GLYOCARBOLIG-RXN']	['R00013']	['rxn00010']	['MNXR100303']				
222	GLXCL	Glyoxalate carboligase	GLYOCARBOLIG-RXN	R00013	rxn00010	MNXR100303	GLYOCARBOLIG-RXN	iML1515			['META:GLYOCARBOLIG-RXN']	['R00013']	['rxn00010']	['MNXR100303']								
3326	GLXO1				rxn05734	MNXR100304			iYO844								['rxn05734']	['MNXR100304']				
2975	GLXt2				rxn05577	MNXR100307			iYO844								['rxn05577']	['MNXR100307']				
3028	GLY3Pt2				rxn05578	MNXR100309			iYO844								['rxn05578']	['MNXR100309']				
3334	GLYALDDr			R01752	rxn01286	MNXR100310			iYO844							['R01752']	['rxn01286']	['MNXR100310']				
3611	GLYALDt				rxn10164; rxn08635; rxn08636	MNXR100311				iAF692											['rxn08636', 'rxn08635', 'rxn10164']	['MNXR100311']
706	GLYALDtex	Glyceraldehyde transport via diffusion (extracellular to periplasm)			rxn10164; rxn08635; rxn08636	MNXR100311		iML1515					['rxn08636', 'rxn08635', 'rxn10164']	['MNXR100311']								
1373	GLYALDtpp	Glyceraldehyde facilitated diffusion (periplasm)			rxn10164; rxn08635; rxn08636	MNXR100311		iML1515					['rxn08636', 'rxn08635', 'rxn10164']	['MNXR100311']								
367	GLYAT	Glycine C-acetyltransferase	AKBLIG-RXN	R00371	rxn00274	MNXR100313	AKBLIG-RXN	iML1515	iYO844		['META:AKBLIG-RXN']	['R00371']	['rxn00274']	['MNXR100313']	['META:AKBLIG-RXN']	['R00371']	['rxn00274']	['MNXR100313']				
3285	GLYBabc		TRANS-RXN-283		rxn08637; rxn05181; rxn11216	MNXR100314	TRANS-RXN-283		iYO844	iAF692					['META:TRANS-RXN-283']		['rxn05181', 'rxn08637', 'rxn11216']	['MNXR100314']	['META:TRANS-RXN-283']		['rxn05181', 'rxn08637', 'rxn11216']	['MNXR100314']
1352	GLYBabcpp	Glycine betaine transport via ABC system (periplasm)	TRANS-RXN-283		rxn08637; rxn05181; rxn11216	MNXR100314	TRANS-RXN-283	iML1515			['META:TRANS-RXN-283']		['rxn05181', 'rxn08637', 'rxn11216']	['MNXR100314']								
2233	GLYBt2pp	Glycine betaine transport via proton symport (periplasm)	TRANS-RXN-29A		rxn05579; rxn08638	MNXR100315	TRANS-RXN-29A	iML1515			['META:TRANS-RXN-29A']		['rxn05579', 'rxn08638']	['MNXR100315']								
2994	GLYBt2r		TRANS-RXN-29A		rxn05579; rxn08638	MNXR100315	TRANS-RXN-29A		iYO844						['META:TRANS-RXN-29A']		['rxn05579', 'rxn08638']	['MNXR100315']				
2510	GLYBt3pp	Glycine betaine transport via proton antiport (periplasm)	TRANS-RXN0-532				TRANS-RXN0-532	iML1515														
711	GLYBtex	Glycine betaine transport via diffusion (extracellular to periplasm)	TRANS-RXN0-490		rxn08639; rxn12430	MNXR100317	TRANS-RXN0-490	iML1515			['META:TRANS-RXN0-490']		['rxn08639', 'rxn12430']	['MNXR100317']								
2537	GLYC2Pabcpp	Sn-Glycerol 2-phosphate transport via ABC system (periplasm)				MNXR100318		iML1515						['MNXR100318']								
1154	GLYC2Ptex	Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)			rxn08640	MNXR100319		iML1515					['rxn08640']	['MNXR100319']								
1419	GLYC3Pabcpp	Sn-Glycerol 3-phosphate transport via ABC system (periplasm)	ABC-34-RXN; 3.6.3.20-RXN		rxn08641; rxn05158	MNXR100320	ABC-34-RXN	iML1515			['META:ABC-34-RXN', 'META:3.6.3.20-RXN']		['rxn05158', 'rxn08641']	['MNXR100320']								
1353	GLYC3Pt6pp	Glycerol-3-phosphate : phosphate antiporter (periplasm)	TRANS-RXN-22		rxn08642; rxn10165	MNXR100321	TRANS-RXN-22	iML1515			['META:TRANS-RXN-22']		['rxn08642', 'rxn10165']	['MNXR100321']								
713	GLYC3Ptex	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)			rxn08643; rxn09749; rxn11234	MNXR100308		iML1515					['rxn08643', 'rxn09749', 'rxn11234']	['MNXR100308']								
1335	GLYCAt2rpp	D-glycerate transport via proton symport, reversible (periplasm)	TRANS-RXN0-523		rxn08644; rxn13711	MNXR100322	TRANS-RXN0-523	iML1515					['rxn08644', 'rxn13711']	['MNXR100322']								
1336	GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-523		rxn08645	MNXR100323		iML1515			['META:TRANS-RXN0-523']		['rxn08645']	['MNXR100323']								
508	GLYCDx	Glycerol dehydrogenase	GLYCDEH-RXN	R01034	rxn00762	MNXR100326	GLYCDEH-RXN	iML1515			['META:GLYCDEH-RXN']	['R01034']	['rxn00762']	['MNXR100326']								
1873	GLYCK	Glycerate kinase	GLY3KIN-RXN	R01514	rxn01102	MNXR100328	GLY3KIN-RXN	iML1515	iYO844		['META:GLY3KIN-RXN']	['R01514']	['rxn01102']	['MNXR100328']	['META:GLY3KIN-RXN']	['R01514']	['rxn01102']	['MNXR100328']				
571	GLYCK2	Glycerate kinase	GKI-RXN	R08572	rxn08647	MNXR100329	GKI-RXN	iML1515			['META:GKI-RXN']	['R08572']	['rxn08647']	['MNXR100329']								
284	GLYCL	Glycine Cleavage System		R01221		MNXR100330		iML1515				['R01221']		['MNXR100330']								
388	GLYCLTDx	Glycolate dehydrogenase (NAD)	GLYCOLATE-REDUCTASE-RXN	R00717	rxn00512	MNXR100331	GLYCOLATE-REDUCTASE-RXN	iML1515			['META:GLYCOLATE-REDUCTASE-RXN']	['R00717']	['rxn00512']	['MNXR100331']								
1410	GLYCLTDy	Glycolate dehydrogenase (NADP)	GLYOXYLATE-REDUCTASE-NADP+-RXN	R00465	rxn00324	MNXR100332	GLYOXYLATE-REDUCTASE-NADP+-RXN	iML1515			['META:GLYOXYLATE-REDUCTASE-NADP+-RXN']	['R00465']	['rxn00324']	['MNXR100332']								
3032	GLYCLTt2r		TRANS-RXN-105		rxn05470; rxn08651	MNXR100334	TRANS-RXN-105		iYO844						['META:TRANS-RXN-105']		['rxn05470', 'rxn08651']	['MNXR100334']				
1455	GLYCLTt2rpp	Glycolate transport via proton symport, reversible (periplasm)	TRANS-RXN-105		rxn05470; rxn08651	MNXR100334	TRANS-RXN-105	iML1515			['META:TRANS-RXN-105']		['rxn05470', 'rxn08651']	['MNXR100334']								
1360	GLYCLTt4pp	Glycolate transport via sodium symport (periplasm)	RXN0-5111		rxn08652	MNXR100335	RXN0-5111	iML1515					['rxn08652']	['MNXR100335']								
714	GLYCLTtex	Glycolate transport via diffusion (extracellular to periplasm)	RXN0-5111		rxn12426; rxn08653	MNXR100333		iML1515			['META:RXN0-5111']		['rxn08653', 'rxn12426']	['MNXR100333']								
2976	GLYCOGENt				rxn05580; rxn13298	MNXR100211			iYO844								['rxn13298', 'rxn05580']	['MNXR100211']				
3030	GLYCTO1		RXN-969	R00475	rxn00333	MNXR100338	RXN-969		iYO844						['META:RXN-969']	['R00475']	['rxn00333']	['MNXR100338']				
54	GLYCTO2	Glycolate oxidase			rxn08655	MNXR100339		iML1515					['rxn08655']	['MNXR100339']								
56	GLYCTO3	Glycolate oxidase			rxn08656	MNXR100340		iML1515					['rxn08656']	['MNXR100340']								
58	GLYCTO4	Glycolate oxidase			rxn08657	MNXR100341		iML1515					['rxn08657']	['MNXR100341']								
3035	GLYCt		TRANS-RXN-131		rxn08654; rxn05581; rxn08658	MNXR100343	TRANS-RXN-131		iYO844	iAF692					['META:TRANS-RXN-131']		['rxn05581', 'rxn08654', 'rxn08658']	['MNXR100343']	['META:TRANS-RXN-131']		['rxn05581', 'rxn08654', 'rxn08658']	['MNXR100343']
712	GLYCtex	Glycerol transport via diffusion (extracellular to periplasm)	TRANS-RXN-131		rxn08654; rxn05581; rxn08658	MNXR100343	TRANS-RXN-131	iML1515			['META:TRANS-RXN-131']		['rxn05581', 'rxn08654', 'rxn08658']	['MNXR100343']								
1361	GLYCtpp	Glycerol transport via channel (periplasm)	TRANS-RXN-131		rxn08654; rxn05581; rxn08658	MNXR100343	TRANS-RXN-131	iML1515			['META:TRANS-RXN-131']		['rxn05581', 'rxn08654', 'rxn08658']	['MNXR100343']								
31	GLYK	Glycerol kinase	GLYCEROL-KIN-RXN	R00847	rxn00615	MNXR100348	GLYCEROL-KIN-RXN	iML1515	iYO844		['META:GLYCEROL-KIN-RXN']	['R00847']	['rxn00615']	['MNXR100348']	['META:GLYCEROL-KIN-RXN']	['R00847']	['rxn00615']	['MNXR100348']				
2995	GLYO1		1.4.3.19-RXN	R00366	rxn00269	MNXR100352	1.4.3.19-RXN		iYO844						['META:1.4.3.19-RXN']	['R00366']	['rxn00269']	['MNXR100352']				
1442	GLYOX	Hydroxyacylglutathione hydrolase	GLYOXII-RXN	R01736	rxn01274	MNXR100353	GLYOXII-RXN	iML1515			['META:GLYOXII-RXN']	['R01736']	['rxn01274']	['MNXR100353']								
919	GLYOX3	Glyoxalase III	GLYOXIII-RXN	R09796	rxn08659	MNXR100354	GLYOXIII-RXN	iML1515			['META:GLYOXIII-RXN']	['R09796']	['rxn08659']	['MNXR100354']								
3615	GLYTRS			R03654	rxn06438	MNXR100365				iAF692										['R03654']	['rxn06438']	['MNXR100365']
2294	GLYt2pp	Glycine transport in via proton symport (periplasm)	TRANS-RXN-62B		rxn08660; rxn09748; rxn05582	MNXR100368	TRANS-RXN-62B; RXN-14651	iML1515			['META:TRANS-RXN-62B']		['rxn08660', 'rxn09748', 'rxn05582']	['MNXR100368']								
2979	GLYt2r		TRANS-RXN-62B		rxn08660; rxn09748; rxn05582	MNXR100368	TRANS-RXN-62B; RXN-14651		iYO844						['META:TRANS-RXN-62B']		['rxn08660', 'rxn09748', 'rxn05582']	['MNXR100368']				
